"data_id","borrowing","bias_multiplier","truth_name","replicate","task_id"
55,"robust",0,"baseline",19,706
55,"robust",1.5,"baseline",19,707
55,"robust",1,"baseline",19,708
55,"full",1.5,"baseline",19,709
55,"full",0.25,"baseline",19,710
55,"none",NA,"baseline",19,711
55,"full",1,"baseline",19,712
55,"robust",0.5,"baseline",19,713
55,"full",0.5,"baseline",19,714
55,"robust",0.75,"baseline",19,715
56,"full",0.75,"low_survival",19,716
56,"full",0,"low_survival",19,717
56,"full",0.25,"low_survival",19,718
56,"full",1,"low_survival",19,719
56,"robust",0,"low_survival",19,720
56,"none",NA,"low_survival",19,721
56,"full",0.5,"low_survival",19,722
56,"full",1.5,"low_survival",19,723
56,"robust",0.25,"low_survival",19,724
56,"robust",0.75,"low_survival",19,725
56,"robust",1,"low_survival",19,726
56,"robust",1.5,"low_survival",19,727
56,"robust",0.5,"low_survival",19,728
57,"full",1.5,"flatter_fecundity",19,729
57,"robust",1,"flatter_fecundity",19,730
57,"full",0.75,"flatter_fecundity",19,731
57,"full",1,"flatter_fecundity",19,732
57,"full",0.25,"flatter_fecundity",19,733
57,"none",NA,"flatter_fecundity",19,734
57,"robust",0.75,"flatter_fecundity",19,735
57,"full",0.5,"flatter_fecundity",19,736
57,"robust",0.5,"flatter_fecundity",19,737
57,"robust",0.25,"flatter_fecundity",19,738
57,"robust",0,"flatter_fecundity",19,739
57,"robust",1.5,"flatter_fecundity",19,740
57,"full",0,"flatter_fecundity",19,741
58,"full",0.25,"baseline",20,742
58,"full",0.5,"baseline",20,743
58,"full",1.5,"baseline",20,744
58,"robust",0,"baseline",20,745
58,"robust",0.5,"baseline",20,746
58,"none",NA,"baseline",20,747
58,"robust",0.25,"baseline",20,748
58,"full",0,"baseline",20,749
58,"robust",1,"baseline",20,750
58,"full",0.75,"baseline",20,751
58,"robust",1.5,"baseline",20,752
58,"full",1,"baseline",20,753
58,"robust",0.75,"baseline",20,754
59,"full",0.25,"low_survival",20,755
59,"full",0.5,"low_survival",20,756
59,"full",0.75,"low_survival",20,757
59,"robust",0,"low_survival",20,758
59,"robust",1,"low_survival",20,759
59,"robust",0.5,"low_survival",20,760
59,"robust",0.25,"low_survival",20,761
59,"full",0,"low_survival",20,762
59,"full",1,"low_survival",20,763
59,"none",NA,"low_survival",20,764
59,"full",1.5,"low_survival",20,765
59,"robust",1.5,"low_survival",20,766
59,"robust",0.75,"low_survival",20,767
60,"robust",0,"flatter_fecundity",20,768
60,"full",0,"flatter_fecundity",20,769
60,"full",0.25,"flatter_fecundity",20,770
60,"full",0.75,"flatter_fecundity",20,771
60,"robust",1.5,"flatter_fecundity",20,772
60,"full",1,"flatter_fecundity",20,773
60,"robust",1,"flatter_fecundity",20,774
60,"full",1.5,"flatter_fecundity",20,775
60,"robust",0.75,"flatter_fecundity",20,776
60,"robust",0.5,"flatter_fecundity",20,777
60,"none",NA,"flatter_fecundity",20,778
60,"full",0.5,"flatter_fecundity",20,779
60,"robust",0.25,"flatter_fecundity",20,780
61,"full",0.25,"baseline",21,781
61,"none",NA,"baseline",21,782
61,"robust",0,"baseline",21,783
61,"full",0.75,"baseline",21,784
61,"full",0,"baseline",21,785
61,"robust",0.5,"baseline",21,786
61,"robust",1,"baseline",21,787
61,"full",1.5,"baseline",21,788
61,"robust",0.75,"baseline",21,789
61,"full",0.5,"baseline",21,790
61,"full",1,"baseline",21,791
61,"robust",0.25,"baseline",21,792
61,"robust",1.5,"baseline",21,793
62,"full",0.25,"low_survival",21,794
62,"full",0.5,"low_survival",21,795
62,"full",1,"low_survival",21,796
62,"full",0.75,"low_survival",21,797
62,"robust",0.75,"low_survival",21,798
62,"full",0,"low_survival",21,799
62,"robust",0.5,"low_survival",21,800
62,"robust",1,"low_survival",21,801
62,"robust",0.25,"low_survival",21,802
62,"robust",0,"low_survival",21,803
62,"robust",1.5,"low_survival",21,804
62,"none",NA,"low_survival",21,805
62,"full",1.5,"low_survival",21,806
63,"robust",0.5,"flatter_fecundity",21,807
63,"none",NA,"flatter_fecundity",21,808
63,"full",0,"flatter_fecundity",21,809
63,"full",0.5,"flatter_fecundity",21,810
63,"full",1.5,"flatter_fecundity",21,811
63,"robust",0,"flatter_fecundity",21,812
63,"robust",1,"flatter_fecundity",21,813
63,"full",0.75,"flatter_fecundity",21,814
63,"full",0.25,"flatter_fecundity",21,815
63,"robust",0.25,"flatter_fecundity",21,816
63,"robust",1.5,"flatter_fecundity",21,817
63,"full",1,"flatter_fecundity",21,818
63,"robust",0.75,"flatter_fecundity",21,819
64,"robust",0.5,"baseline",22,820
64,"robust",0.25,"baseline",22,821
64,"robust",1,"baseline",22,822
64,"robust",0,"baseline",22,823
64,"full",0.25,"baseline",22,824
64,"full",1.5,"baseline",22,825
64,"robust",1.5,"baseline",22,826
64,"full",0,"baseline",22,827
64,"full",0.75,"baseline",22,828
64,"full",0.5,"baseline",22,829
64,"none",NA,"baseline",22,830
64,"full",1,"baseline",22,831
64,"robust",0.75,"baseline",22,832
65,"robust",1,"low_survival",22,833
65,"full",0.75,"low_survival",22,834
65,"none",NA,"low_survival",22,835
65,"robust",1.5,"low_survival",22,836
65,"full",0.25,"low_survival",22,837
65,"full",1.5,"low_survival",22,838
65,"robust",0.75,"low_survival",22,839
65,"full",0.5,"low_survival",22,840
65,"full",0,"low_survival",22,841
65,"robust",0,"low_survival",22,842
65,"robust",0.25,"low_survival",22,843
65,"robust",0.5,"low_survival",22,844
65,"full",1,"low_survival",22,845
66,"full",0,"flatter_fecundity",22,846
66,"full",0.25,"flatter_fecundity",22,847
66,"robust",0.25,"flatter_fecundity",22,848
66,"none",NA,"flatter_fecundity",22,849
66,"robust",1,"flatter_fecundity",22,850
66,"robust",0,"flatter_fecundity",22,851
66,"robust",1.5,"flatter_fecundity",22,852
66,"robust",0.75,"flatter_fecundity",22,853
66,"full",0.5,"flatter_fecundity",22,854
66,"full",1.5,"flatter_fecundity",22,855
66,"full",0.75,"flatter_fecundity",22,856
66,"robust",0.5,"flatter_fecundity",22,857
66,"full",1,"flatter_fecundity",22,858
67,"full",0.75,"baseline",23,859
67,"robust",0.25,"baseline",23,860
67,"full",0.25,"baseline",23,861
67,"robust",1.5,"baseline",23,862
67,"none",NA,"baseline",23,863
67,"robust",1,"baseline",23,864
67,"robust",0,"baseline",23,865
67,"full",0,"baseline",23,866
67,"robust",0.75,"baseline",23,867
67,"full",1.5,"baseline",23,868
67,"full",1,"baseline",23,869
67,"robust",0.5,"baseline",23,870
67,"full",0.5,"baseline",23,871
68,"robust",1.5,"low_survival",23,872
68,"full",0,"low_survival",23,873
68,"robust",0.25,"low_survival",23,874
68,"full",0.25,"low_survival",23,875
68,"robust",0,"low_survival",23,876
68,"robust",0.75,"low_survival",23,877
68,"none",NA,"low_survival",23,878
68,"full",1.5,"low_survival",23,879
68,"full",0.5,"low_survival",23,880
68,"full",0.75,"low_survival",23,881
68,"robust",1,"low_survival",23,882
68,"robust",0.5,"low_survival",23,883
68,"full",1,"low_survival",23,884
69,"full",0.25,"flatter_fecundity",23,885
69,"robust",0.25,"flatter_fecundity",23,886
69,"robust",0,"flatter_fecundity",23,887
69,"full",0,"flatter_fecundity",23,888
69,"full",0.75,"flatter_fecundity",23,889
69,"full",1.5,"flatter_fecundity",23,890
69,"none",NA,"flatter_fecundity",23,891
69,"robust",0.5,"flatter_fecundity",23,892
69,"robust",0.75,"flatter_fecundity",23,893
69,"robust",1.5,"flatter_fecundity",23,894
69,"robust",1,"flatter_fecundity",23,895
69,"full",0.5,"flatter_fecundity",23,896
69,"full",1,"flatter_fecundity",23,897
70,"none",NA,"baseline",24,898
70,"robust",0.5,"baseline",24,899
70,"full",1.5,"baseline",24,900
70,"robust",0.25,"baseline",24,901
70,"full",0,"baseline",24,902
70,"full",0.25,"baseline",24,903
70,"robust",1.5,"baseline",24,904
70,"robust",1,"baseline",24,905
70,"full",0.75,"baseline",24,906
70,"full",0.5,"baseline",24,907
70,"robust",0.75,"baseline",24,908
70,"full",1,"baseline",24,909
70,"robust",0,"baseline",24,910
71,"robust",1,"low_survival",24,911
71,"robust",0.5,"low_survival",24,912
71,"full",0,"low_survival",24,913
71,"full",0.25,"low_survival",24,914
71,"robust",0.25,"low_survival",24,915
71,"full",0.75,"low_survival",24,916
71,"robust",0.75,"low_survival",24,917
71,"robust",0,"low_survival",24,918
71,"full",1,"low_survival",24,919
71,"none",NA,"low_survival",24,920
71,"robust",1.5,"low_survival",24,921
71,"full",1.5,"low_survival",24,922
71,"full",0.5,"low_survival",24,923
72,"full",0.25,"flatter_fecundity",24,924
72,"robust",0,"flatter_fecundity",24,925
72,"full",0,"flatter_fecundity",24,926
72,"none",NA,"flatter_fecundity",24,927
72,"robust",1,"flatter_fecundity",24,928
72,"robust",0.25,"flatter_fecundity",24,929
72,"full",0.5,"flatter_fecundity",24,930
72,"robust",0.5,"flatter_fecundity",24,931
72,"robust",0.75,"flatter_fecundity",24,932
72,"full",0.75,"flatter_fecundity",24,933
72,"robust",1.5,"flatter_fecundity",24,934
72,"full",1.5,"flatter_fecundity",24,935
72,"full",1,"flatter_fecundity",24,936
73,"none",NA,"baseline",25,937
73,"robust",0.5,"baseline",25,938
73,"full",0.25,"baseline",25,939
73,"robust",1.5,"baseline",25,940
73,"robust",0,"baseline",25,941
73,"robust",1,"baseline",25,942
73,"full",0.5,"baseline",25,943
73,"robust",0.25,"baseline",25,944
73,"full",0.75,"baseline",25,945
73,"full",1.5,"baseline",25,946
73,"full",1,"baseline",25,947
73,"robust",0.75,"baseline",25,948
73,"full",0,"baseline",25,949
74,"full",0.75,"low_survival",25,950
74,"robust",1,"low_survival",25,951
74,"robust",0.5,"low_survival",25,952
74,"full",1,"low_survival",25,953
74,"full",0.5,"low_survival",25,954
74,"none",NA,"low_survival",25,955
74,"full",0.25,"low_survival",25,956
74,"full",1.5,"low_survival",25,957
74,"robust",0.25,"low_survival",25,958
74,"robust",1.5,"low_survival",25,959
74,"robust",0,"low_survival",25,960
74,"full",0,"low_survival",25,961
74,"robust",0.75,"low_survival",25,962
75,"robust",0.25,"flatter_fecundity",25,963
75,"robust",1,"flatter_fecundity",25,964
75,"full",0.75,"flatter_fecundity",25,965
75,"full",0.25,"flatter_fecundity",25,966
75,"full",1,"flatter_fecundity",25,967
75,"robust",0.5,"flatter_fecundity",25,968
75,"none",NA,"flatter_fecundity",25,969
75,"robust",0,"flatter_fecundity",25,970
75,"full",0,"flatter_fecundity",25,971
75,"full",1.5,"flatter_fecundity",25,972
75,"robust",1.5,"flatter_fecundity",25,973
75,"full",0.5,"flatter_fecundity",25,974
75,"robust",0.75,"flatter_fecundity",25,975
76,"full",1.5,"baseline",26,976
76,"robust",1,"baseline",26,977
76,"robust",0.25,"baseline",26,978
76,"none",NA,"baseline",26,979
76,"full",0.25,"baseline",26,980
76,"full",1,"baseline",26,981
76,"robust",0,"baseline",26,982
76,"robust",0.5,"baseline",26,983
76,"full",0.75,"baseline",26,984
76,"full",0,"baseline",26,985
76,"robust",0.75,"baseline",26,986
76,"robust",1.5,"baseline",26,987
76,"full",0.5,"baseline",26,988
77,"full",1.5,"low_survival",26,989
77,"robust",1,"low_survival",26,990
77,"full",0.25,"low_survival",26,991
77,"robust",0.5,"low_survival",26,992
77,"full",0.75,"low_survival",26,993
77,"full",0,"low_survival",26,994
77,"robust",0,"low_survival",26,995
77,"robust",1.5,"low_survival",26,996
77,"robust",0.25,"low_survival",26,997
77,"none",NA,"low_survival",26,998
77,"robust",0.75,"low_survival",26,999
77,"full",1,"low_survival",26,1000
77,"full",0.5,"low_survival",26,1001
78,"full",0.25,"flatter_fecundity",26,1002
78,"robust",1,"flatter_fecundity",26,1003
78,"full",0,"flatter_fecundity",26,1004
78,"robust",0,"flatter_fecundity",26,1005
78,"robust",0.25,"flatter_fecundity",26,1006
78,"full",0.75,"flatter_fecundity",26,1007
78,"none",NA,"flatter_fecundity",26,1008
78,"robust",1.5,"flatter_fecundity",26,1009
78,"robust",0.75,"flatter_fecundity",26,1010
78,"full",1.5,"flatter_fecundity",26,1011
78,"robust",0.5,"flatter_fecundity",26,1012
78,"full",1,"flatter_fecundity",26,1013
78,"full",0.5,"flatter_fecundity",26,1014
79,"full",0.25,"baseline",27,1015
79,"robust",1,"baseline",27,1016
79,"none",NA,"baseline",27,1017
79,"full",0.75,"baseline",27,1018
79,"robust",0,"baseline",27,1019
79,"full",1.5,"baseline",27,1020
79,"full",0.5,"baseline",27,1021
79,"robust",0.5,"baseline",27,1022
79,"full",0,"baseline",27,1023
79,"robust",0.25,"baseline",27,1024
79,"robust",1.5,"baseline",27,1025
79,"robust",0.75,"baseline",27,1026
79,"full",1,"baseline",27,1027
80,"none",NA,"low_survival",27,1028
80,"full",0.5,"low_survival",27,1029
80,"full",0.75,"low_survival",27,1030
80,"robust",0.25,"low_survival",27,1031
80,"robust",0.5,"low_survival",27,1032
80,"full",0.25,"low_survival",27,1033
80,"full",1.5,"low_survival",27,1034
80,"robust",1,"low_survival",27,1035
80,"full",0,"low_survival",27,1036
80,"robust",0.75,"low_survival",27,1037
80,"full",1,"low_survival",27,1038
80,"robust",1.5,"low_survival",27,1039
80,"robust",0,"low_survival",27,1040
81,"none",NA,"flatter_fecundity",27,1041
81,"full",1,"flatter_fecundity",27,1042
81,"full",0.75,"flatter_fecundity",27,1043
81,"robust",0.75,"flatter_fecundity",27,1044
81,"robust",0.25,"flatter_fecundity",27,1045
81,"robust",0.5,"flatter_fecundity",27,1046
81,"full",0,"flatter_fecundity",27,1047
81,"full",0.25,"flatter_fecundity",27,1048
81,"robust",1,"flatter_fecundity",27,1049
81,"full",1.5,"flatter_fecundity",27,1050
81,"full",0.5,"flatter_fecundity",27,1051
81,"robust",0,"flatter_fecundity",27,1052
81,"robust",1.5,"flatter_fecundity",27,1053
82,"robust",0,"baseline",28,1054
82,"none",NA,"baseline",28,1055
82,"full",1.5,"baseline",28,1056
82,"full",0,"baseline",28,1057
82,"robust",0.25,"baseline",28,1058
82,"robust",1,"baseline",28,1059
82,"full",0.5,"baseline",28,1060
82,"full",0.75,"baseline",28,1061
82,"full",0.25,"baseline",28,1062
82,"full",1,"baseline",28,1063
82,"robust",0.5,"baseline",28,1064
82,"robust",0.75,"baseline",28,1065
82,"robust",1.5,"baseline",28,1066
83,"full",1.5,"low_survival",28,1067
83,"robust",0.5,"low_survival",28,1068
83,"robust",1,"low_survival",28,1069
83,"full",0.5,"low_survival",28,1070
83,"robust",0.25,"low_survival",28,1071
83,"robust",0.75,"low_survival",28,1072
83,"none",NA,"low_survival",28,1073
83,"full",0.75,"low_survival",28,1074
83,"robust",1.5,"low_survival",28,1075
83,"full",1,"low_survival",28,1076
83,"full",0.25,"low_survival",28,1077
83,"full",0,"low_survival",28,1078
83,"robust",0,"low_survival",28,1079
84,"robust",0.75,"flatter_fecundity",28,1080
84,"full",0.25,"flatter_fecundity",28,1081
84,"robust",0,"flatter_fecundity",28,1082
84,"robust",0.25,"flatter_fecundity",28,1083
84,"full",0.75,"flatter_fecundity",28,1084
84,"full",0,"flatter_fecundity",28,1085
84,"robust",1.5,"flatter_fecundity",28,1086
84,"robust",0.5,"flatter_fecundity",28,1087
84,"full",0.5,"flatter_fecundity",28,1088
84,"none",NA,"flatter_fecundity",28,1089
84,"full",1.5,"flatter_fecundity",28,1090
84,"full",1,"flatter_fecundity",28,1091
84,"robust",1,"flatter_fecundity",28,1092
85,"robust",0.75,"baseline",29,1093
85,"robust",0,"baseline",29,1094
85,"full",0.25,"baseline",29,1095
85,"full",0,"baseline",29,1096
85,"robust",1.5,"baseline",29,1097
85,"robust",0.5,"baseline",29,1098
85,"full",0.5,"baseline",29,1099
85,"full",0.75,"baseline",29,1100
85,"robust",0.25,"baseline",29,1101
85,"full",1.5,"baseline",29,1102
85,"none",NA,"baseline",29,1103
85,"robust",1,"baseline",29,1104
85,"full",1,"baseline",29,1105
86,"robust",0,"low_survival",29,1106
86,"full",0,"low_survival",29,1107
86,"full",0.75,"low_survival",29,1108
86,"robust",0.5,"low_survival",29,1109
86,"full",0.25,"low_survival",29,1110
86,"robust",0.25,"low_survival",29,1111
86,"full",0.5,"low_survival",29,1112
86,"robust",1.5,"low_survival",29,1113
86,"robust",0.75,"low_survival",29,1114
86,"none",NA,"low_survival",29,1115
86,"full",1.5,"low_survival",29,1116
86,"robust",1,"low_survival",29,1117
86,"full",1,"low_survival",29,1118
87,"full",1.5,"flatter_fecundity",29,1119
87,"full",0.75,"flatter_fecundity",29,1120
87,"robust",1.5,"flatter_fecundity",29,1121
87,"robust",1,"flatter_fecundity",29,1122
87,"robust",0.5,"flatter_fecundity",29,1123
87,"full",0.25,"flatter_fecundity",29,1124
87,"full",1,"flatter_fecundity",29,1125
87,"full",0.5,"flatter_fecundity",29,1126
87,"robust",0,"flatter_fecundity",29,1127
87,"robust",0.75,"flatter_fecundity",29,1128
87,"full",0,"flatter_fecundity",29,1129
87,"robust",0.25,"flatter_fecundity",29,1130
87,"none",NA,"flatter_fecundity",29,1131
88,"robust",1.5,"baseline",30,1132
88,"full",0.75,"baseline",30,1133
88,"robust",0.5,"baseline",30,1134
88,"full",1.5,"baseline",30,1135
88,"full",0.5,"baseline",30,1136
88,"robust",0,"baseline",30,1137
88,"none",NA,"baseline",30,1138
88,"robust",1,"baseline",30,1139
88,"full",0,"baseline",30,1140
88,"full",0.25,"baseline",30,1141
88,"robust",0.25,"baseline",30,1142
88,"full",1,"baseline",30,1143
88,"robust",0.75,"baseline",30,1144
89,"full",0.75,"low_survival",30,1145
89,"full",1,"low_survival",30,1146
89,"robust",0.5,"low_survival",30,1147
89,"full",1.5,"low_survival",30,1148
89,"robust",0,"low_survival",30,1149
89,"full",0.25,"low_survival",30,1150
89,"full",0.5,"low_survival",30,1151
89,"full",0,"low_survival",30,1152
89,"robust",1,"low_survival",30,1153
89,"robust",0.75,"low_survival",30,1154
89,"robust",0.25,"low_survival",30,1155
89,"none",NA,"low_survival",30,1156
89,"robust",1.5,"low_survival",30,1157
90,"full",1,"flatter_fecundity",30,1158
90,"full",0.5,"flatter_fecundity",30,1159
90,"robust",1,"flatter_fecundity",30,1160
90,"robust",0.75,"flatter_fecundity",30,1161
90,"robust",0.5,"flatter_fecundity",30,1162
90,"full",1.5,"flatter_fecundity",30,1163
90,"robust",0.25,"flatter_fecundity",30,1164
90,"robust",0,"flatter_fecundity",30,1165
90,"full",0.75,"flatter_fecundity",30,1166
90,"none",NA,"flatter_fecundity",30,1167
90,"full",0,"flatter_fecundity",30,1168
90,"full",0.25,"flatter_fecundity",30,1169
90,"robust",1.5,"flatter_fecundity",30,1170
